# Category: Lateral Thinking

"#","question","optionA","optionB","optionC","optionD","answer","level","subject","hint","explanation","status"
"212","A man lives alone but sets his long table for fourteen every Saturday night.","His family visits in shifts","He hosts students studying far from home","He runs a board game society","He caters a weekly club","B. He hosts students studying far from home","hard","Situation Puzzles","Fourteen plates, every one a long way from home.","His Saturday table feeds exchange students who miss their families' cooking.","published"
"213","A man reports the town's potholes so faithfully that the council knows his voice.","He is the town's volunteer pothole spotter","He drives the school bus","He repairs roads on contract","He surveys for the council","A. He is the town's volunteer pothole spotter","easy","Situation Puzzles","His maps save the town's suspensions.","The faithful pothole reporter's calls keep the council's repair crew busy.","published"
"214","A man teaches teenagers to drive on a frozen lake, and their parents pay gratefully.","He races ice rallies","He tests winter tires","He runs a skid-pan winter driving course","He coaches hockey on the side","C. He runs a skid-pan winter driving course","medium","Situation Puzzles","Better to spin there than on the school run.","The frozen-lake course teaches skid control where mistakes cost nothing.","published"
"215","A man's alarm clock has no buttons and unscrews things.","His goats learn latches and wake him at dawn","His rooster works fine","His dog rings a bell","His neighbor taps the window","A. His goats learn latches and wake him at dawn","medium","Situation Puzzles","The gate latch never stood a chance.","Clever goats work out the latch and clatter in for breakfast at sunrise.","published"
"216","A man pays for the stranger behind him at the toll booth once every single day.","He lost a bet with the booth","He starts a daily kindness chain","He is testing the toll system","He prepays his own account twice","B. He starts a daily kindness chain","medium","Situation Puzzles","One paid toll, a whole queue of surprises.","His daily paid toll sets off chains of strangers paying it forward.","published"
"217","A man's street switches off every light for one hour each midsummer, and the council approves.","They save electricity for the fair","It is the street's annual dark-hour stargazing","It marks a historical blackout","The streetlamps are being tested","B. It is the street's annual dark-hour stargazing","medium","Situation Puzzles","With the lamps out, the sky arrives.","The whole street goes dark for one hour so everyone can see the stars.","published"
"218","A man runs a hospital where every patient has button eyes and a missing ear.","It is a toy museum","It is a puppet workshop","It is a teddy bear repair hospital","He restores antique dolls","C. It is a teddy bear repair hospital","medium","Situation Puzzles","Fur surgery, button transplants, full recovery.","The teddy bear hospital stitches childhood companions back to health.","published"
"219","A man sells bread, milk, and eggs from one bicycle basket across three villages.","He runs a village grocery round","He is the dairy's deliveryman","He caters remote farmhouses","He trades eggs for baked goods","A. He runs a village grocery round","medium","Situation Puzzles","One basket, three farms, forty doorsteps.","His grocery round stitches three villages' breakfasts together by bicycle.","published"
"220","A man teaches children to fish every Sunday, and the river is the grateful catch.","He leads a Sunday river litter clean-up","He runs a fly-tying class","He stocks the river with trout","He photographs the children's catches","A. He leads a Sunday river litter clean-up","medium","Situation Puzzles","The nets come up full of bottles and glory.","The Sunday nets haul litter from the river, and the kids compete for the haul.","published"
"221","What does the upside-down menu reader hunt from across the table?","","","","","typos","expert","Situation Puzzles","One wrong letter in the specials, one angry call.","The professional proofreader's prey is the misspelled dish.","published"
"222","How does the rural commuter make an express train stop at his platform?","","","","","a raised arm","expert","Situation Puzzles","Request stops stop for the visible.","A clearly raised arm is all a request-stop train needs.","published"
"223","Who sleeps soundly through the delighted teacher's entire class?","","","","","the babies","expert","Situation Puzzles","The syllabus works best asleep.","Infant sleep class students doze while their parents take notes.","published"
"224","Who fills the fourteen seats at the long Saturday table?","","","","","students","expert","Situation Puzzles","Every plate a long way from home.","His weekly dinners host students whose families are overseas.","published"
"225","What classroom does the winter driving instructor borrow each January?","","","","","a frozen lake","expert","Situation Puzzles","Where spinning costs nothing but courage.","The ice lake is the safest place on earth to learn skid control.","published"
"226","What does the bicycle-basket grocer sell across three villages?","","","","","breakfast","expert","Situation Puzzles","Breakfast, delivered on two wheels.","His round carries the daily bread, milk, and eggs door to door.","published"
"227","What do the children net out of the river every Sunday?","","","","","rubbish","expert","Situation Puzzles","The best catch never swims.","The Sunday fishing club's true quarry is the river's rubbish.","published"
"228","A man bought his dream house and immediately learned he can never evict its original residents.","Protected owls nest in the chimney","A protected bat colony lives in the attic","The old owner holds a life tenancy","A heritage rule freezes the interior","B. A protected bat colony lives in the attic","hard","Situation Puzzles","The law protects wings, not just deeds.","Bat roosts are legally protected, so the attic colony stays by statute.","published"
"229","A man's prize-winning garden grows in old wheelbarrows, bathtubs, and a row of boots.","He runs a junk shop display","He is a celebrated container gardener","He farms on a rooftop","He is a garden sculptor","B. He is a celebrated container gardener","easy","Situation Puzzles","No soil, no problem, just vessels.","His container garden turns scrap vessels into an award-winning plot.","published"
"230","A man walks backwards around the park every morning, and his doctors prescribed it.","Backward walking is his rehab for balance","He trains for a stunt show","He is counting his steps by feel","He lost a bet with his physio","A. Backward walking is his rehab for balance","medium","Situation Puzzles","Retro-walking rebuilds what the injury took.","Walking backwards is prescribed therapy to rebuild balance and joint strength.","published"
"231","A man tastes his town's drinking water every morning before breakfast, officially.","He judges a water contest","He monitors the reservoir's taste and smell","He is a tea blender","He filters water for a living","B. He monitors the reservoir's taste and smell","medium","Situation Puzzles","His palate is the early-warning system.","The utility's water taster catches algal taints before they reach a single tap.","published"
"232","Every September a grown man is elected to judge the schoolyard's finest sandcastles.","He is the beach warden","He is the annual sandcastle contest judge","He is the mayor","He owns the ice cream stand","B. He is the annual sandcastle contest judge","easy","Situation Puzzles","The moats of September await his verdict.","The town re-elects its one trusted sandcastle judge every school year.","published"
"233","A man's job is smelling centuries-old books, one by one.","He tests bookshop air systems","He is a perfumer recreating old libraries","He catalogues scents for a museum","He sniffs rare volumes for mold and decay","D. He sniffs rare volumes for mold and decay","hard","Situation Puzzles","His nose reads what eyes cannot.","A conservation specialist detects hidden mold in rare books by scent alone.","published"
"234","A man's workshop is buried in old denim, and schools keep collecting for him.","He sews school bags from donated jeans","He insulates houses with fabric","He weaves denim rugs","He patches workwear for farms","A. He sews school bags from donated jeans","medium","Situation Puzzles","Every pair of jeans graduates.","The upcycler stitches worn-out jeans into sturdy school backpacks.","published"
"235","A man hands out apples from his orchard at the school gate every September morning.","His orchard's surplus feeds the school run","He runs the fruit tuck shop","He is the school gardener","He sells apples at a discount","A. His orchard's surplus feeds the school run","easy","Situation Puzzles","The harvest outgrew his kitchen.","Each autumn his orchard surplus becomes free apples for every passing child.","published"
"236","A man listens to the town's oldest tree through a stethoscope, and the town pays him to.","He records the tree for an album","The tree surgeon hears sap and decay","He listens for nesting birds","He measures it for a plaque","B. The tree surgeon hears sap and decay","medium","Situation Puzzles","The hollow tells its secrets to the tube.","The arborist's stethoscope finds hidden decay inside the heritage oak.","published"
"237","A man paints rocks and hides them around town, and children hunt them all summer.","He is a geocaching warden","He is the town's kindness-rock artist","He sells craft kits","He marks utility lines","B. He is the town's kindness-rock artist","easy","Situation Puzzles","Painted stones, hidden daily, found with shrieks.","His painted rocks turn the town into a summer-long treasure hunt.","published"
"238","A man is the last living dancer of the town's oldest dance, and every summer he teaches it from scratch.","He is the heritage dance's final keeper","He teaches at the wedding hall","He leads the carnival troupe","He is a ballet examiner","A. He is the heritage dance's final keeper","hard","Situation Puzzles","One summer without teaching, and it is gone.","The last keeper of the old dance trains a new generation every year.","published"
"239","A man's van fills with strangers' shopping every Friday evening, and he drives it across town.","He is a grocery delivery driver","He stockpiles for his restaurant","He runs the food bank collection round","He runs a car boot stall","C. He runs the food bank collection round","medium","Situation Puzzles","Trolleys of kindness, one route, one night.","His Friday van gathers donated shopping and ferries it to the food bank.","published"
"240","A man teaches teenagers to bake bread every school holiday, and the whole street smells of it.","He trains apprentice bakers","He runs holiday baking classes for teens","He hosts a supper club","He judges the county bread show","B. He runs holiday baking classes for teens","easy","Situation Puzzles","Forty loaves, one kitchen, zero left over.","His holiday bread classes send every teen home with a warm loaf.","published"
"241","A man walks the railway tunnel before the first train every dawn, carrying one thing.","He checks the tunnel with a lamp","He feeds the tunnel cats","He sweeps the tracks","He measures the air quality","A. He checks the tunnel with a lamp","medium","Situation Puzzles","Rockfalls, debris, one quiet walk, one safe day.","The dawn tunnel walker finds overnight rockfalls before the first train does.","published"
"242","A man's cows abandon every field at the first notes of one particular song.","They dance for the camera","The herd answers the feeding song","The song calms thunderstorms","The song is the milking siren","B. The herd answers the feeding song","medium","Situation Puzzles","Loudspeaker up, herd incoming.","The farmer plays the same feeding song, and the cows arrive out of the hills.","published"
"243","A man delivers library books to remote cottages riding a patient donkey.","His donkey library serves the far valleys","He tours schools with stories","He rescues donkeys and reads to them","He is a mobile bookshop","A. His donkey library serves the far valleys","easy","Situation Puzzles","Hooves and hardbacks, up every lane.","The donkey library carries paperbacks where vans cannot climb.","published"
"244","A man is professionally paid to lose every argument in the room.","He is the hired devil's advocate","He is a defense lawyer","He is a debate coach","He writes the criticism column","A. He is the hired devil's advocate","hard","Situation Puzzles","The plan that survives him survives anything.","Companies pay him to attack every plan so only strong ones remain.","published"
"245","A man's post round includes a letter addressed only to The Kind Man, Top Lane, and he knows exactly who.","It is for the parish priest","The postman knows the addressee by reputation","The letter is a joke among carriers","It returns to the sender yearly","B. The postman knows the addressee by reputation","medium","Situation Puzzles","On Top Lane, only one man qualifies.","The descriptive address finds its way because the postman knows the street's kindest resident.","published"
"246","Who legally stays forever in the man's newly bought dream house?","","","","","bats","expert","Situation Puzzles","The roost is protected by law.","Protected bat colonies cannot be evicted, even by the new owner.","published"
"247","What does the rare-book specialist smell for, volume by volume?","","","","","mold","expert","Situation Puzzles","Decay has a scent before it has a stain.","A trained nose finds hidden mold long before it shows.","published"
"248","What does the tree surgeon's stethoscope hear inside the ancient oak?","","","","","the hollow","expert","Situation Puzzles","The hollow speaks through the tube.","Sap flow and decay give the old tree away to the stethoscope.","published"
"249","What is the hired pessimist paid to argue in every meeting?","","","","","objections","expert","Situation Puzzles","Every plan must survive his attack.","The devil's advocate exists to break weak plans early.","published"
"250","What do the village's worn-out jeans become in the upcycler's workshop?","","","","","backpacks","expert","Situation Puzzles","Every pair graduates to the classroom.","Donated denim is stitched into sturdy backpacks for local schools.","published"
"251","What one item does the dawn tunnel walker always carry?","","","","","a lamp","expert","Situation Puzzles","The beam finds what the night left behind.","His lamp reveals overnight rockfalls before the rails open.","published"
"252","What does the patient donkey deliver up the far lanes?","","","","","books","expert","Situation Puzzles","Hooves and hardbacks climb where vans cannot.","The donkey library brings paperbacks to the remotest cottages.","published"
"253","Every graduation plants a tree, and the campus is now a forest no graduate ever sat beneath.","The forest predates the university","The trees are planted off-campus","The graduation trees grew faster than the students","Each graduate donates a bench instead","C. The graduation trees grew faster than the students","medium","Situation Puzzles","The class of every year grows a class of oaks.","Each graduating class plants its own tree, and a century of classes made a forest.","published"
"254","A man is professionally paid to make the phone calls everyone else dreads making.","He delivers jury summonses","He is a debt collector","He is a professional apologizer","He is a breakup counselor","C. He is a professional apologizer","hard","Situation Puzzles","Someone's job is sorry, said properly.","Proxy apologizers deliver face-saving apologies on behalf of clients too proud or too distant to call.","published"
"255","A man's firewood sells itself, because every bundle carries its tree's name and age.","His bundles tell each tree's story","His wood is artistically split","He burns only famous oaks","The labels are fire-safety tips","A. His bundles tell each tree's story","easy","Situation Puzzles","Buyers pay for the oak's biography.","Each labeled bundle turns a cord of firewood into a shelf of stories.","published"
"256","A man's whole farm is inside steel boxes, and the city eats his harvest by bicycle.","He imports exotic greens","He stores grain for the market","His hydroponic containers grow city lettuce","He runs a seed nursery","C. His hydroponic containers grow city lettuce","medium","Situation Puzzles","No field, no weather, no tractor.","Stacked container farms grow salad greens in the city, delivered fresh by bike.","published"
"257","A van plays a merry jingle through every street all summer, and children chase it for something other than sweets.","It is the traveling knife sharpener","It is the ice cream van's rival","It sells balloon animals","It repairs garden tools on request","A. It is the traveling knife sharpener","medium","Situation Puzzles","The jingle means sharp blades, not sugar.","The knife-sharpener's van announces itself with music, and cooks come running.","published"
"258","A man sells maps of places that no longer exist.","He charts future developments","He sells fantasy world maps","He redraws old borders for collectors","He deals in maps of vanished villages","D. He deals in maps of vanished villages","hard","Situation Puzzles","Flooded valleys and lost hamlets, inked and framed.","His maps show villages drowned by reservoirs or erased by time.","published"
"259","A man walks the dawn beach with a metal detector and returns everything he finds to its owner.","The honest detectorist reunites finds with owners","He donates them to the museum","He sells his finds at the market","He buries them again at dusk","A. The honest detectorist reunites finds with owners","medium","Situation Puzzles","Every ring goes home.","The detectorist tracks down each ring's owner instead of pocketing the gold.","published"
"260","A man is known across town for one sound: his whistle at dusk, calling the children home.","He coaches the whistle-only choir","His dusk whistle is the town's dinnertime bell","He trains shepherd dogs","He signals the evening train","B. His dusk whistle is the town's dinnertime bell","easy","Situation Puzzles","Two notes, and every garden empties.","The whistler's dusk signal sends the whole street's children home for tea.","published"
"261","A man's office has four legs, eats hay, and travels barn to barn all week.","He is a horse masseur","He runs a riding school","He is the mobile farrier","He is a livestock vet","C. He is the mobile farrier","medium","Situation Puzzles","The office visits every stable in the county.","The traveling farrier shoes horses where they stand, barn after barn.","published"
"262","A man teaches the town's grandmothers to video-call, and Sunday calls got louder everywhere.","He runs the free video-call lessons","He repairs phones for the elderly","He records family messages","He sets up a local radio show","A. He runs the free video-call lessons","easy","Situation Puzzles","One patient teacher, a hundred loud Sundays.","His classes gave every grandmother a screen full of grandchildren.","published"
"263","A man's house is wired to his exercise bike, and the news at six depends on his legs.","He sells electricity to neighbors","He charges his e-bike by exercising","His pedal power runs the television","His generator is solar, not mechanical","C. His pedal power runs the television","medium","Situation Puzzles","No pedaling, no headlines.","The off-grid cyclist generates his own power, earning every broadcast with effort.","published"
"264","A man's allotment grows only whatever the food bank requested this month.","He grows prize vegetables for shows","He plants to the food bank's list","He supplies one restaurant","He experiments with rare crops","B. He plants to the food bank's list","medium","Situation Puzzles","His seed order is someone else's shopping list.","The allotment grows carrots and beans because the food bank's shelves asked for them.","published"
"265","A man teaches the town's children the constellations from the reservoir dam every August.","He runs the planetarium","His dam-top stargazing classes are a tradition","He teaches navigation to scouts","He charts satellite passes","B. His dam-top stargazing classes are a tradition","easy","Situation Puzzles","Dark water, dark sky, one patient teacher.","The dam's darkness makes it the town's open-air astronomy classroom.","published"
"266","A man's shop sells only things the sea gave back, and every price tag is a mystery.","He runs a beachcomber's curiosity shop","He deals in nautical antiques","He sells aquarium supplies","He frames pressed seaweed","A. He runs a beachcomber's curiosity shop","medium","Situation Puzzles","Tide-washed, salt-cured, priced by wonder.","The beachcomber's shop displays driftwood, sea glass, and cargo from wrecks.","published"
"267","A man hikes for weeks each autumn to choose one specific tree for the town square.","He marks saplings for transplanting","He scouts the town's Christmas tree","He surveys timber for the winter","He photographs the forest canopy","B. He scouts the town's Christmas tree","medium","Situation Puzzles","One spruce in a hundred hills gets the honor.","The tree scout walks the forests until one fir earns the town square.","published"
"268","A man keeps the valley's only public telephone working, and it rings twice a week with calls that matter.","He maintains the valley's last phone box","He runs the mountain rescue line","He collects vintage telephones","He works for the phone museum","A. He maintains the valley's last phone box","easy","Situation Puzzles","One working phone, one whole valley's lifeline.","The phone box keeper keeps the single working line alive for everyone upstream.","published"
"269","A man is the only driver on his island, and his one van has three very different jobs.","He runs the ferry instead","The van delivers the mail only","He owns the island's bus","The van is taxi, ambulance, and hearse","D. The van is taxi, ambulance, and hearse","hard","Situation Puzzles","Same van, different paint, different day.","Small islands run one vehicle for weddings, emergencies, and last farewells.","published"
"270","A man's job was tapping on bedroom windows at dawn, and he was paid by the week.","He woke workers for the night shift home","He was the street's knocker-up","He was the milkman's helper","He was the window cleaner","B. He was the street's knocker-up","hard","Situation Puzzles","Long poles, short taps, whole streets on time.","The Victorian knocker-up rapped windows to wake mill workers before alarm clocks existed.","published"
"271","What is planted at every graduation on the growing campus?","","","","","a tree","expert","Situation Puzzles","One class, one oak, one forest in time.","Each graduating class plants its tree, and a century made a woodland.","published"
"272","What does the professional apologizer deliver on behalf of his clients?","","","","","an apology","expert","Situation Puzzles","Sorry, said by a specialist.","His service is the difficult phone call, placed with grace.","published"
"273","What did the map shop's bestseller depict?","","","","","drowned villages","expert","Situation Puzzles","Places the flood took, ink still fresh.","The drowned villages under the reservoir sell best of all.","published"
"274","What does the container farm deliver to city shops by bicycle?","","","","","salad greens","expert","Situation Puzzles","Salad greens, grown forty steps from the till.","His stacked hydroponic boxes grow the city's lettuce.","published"
"275","What does the honest detectorist do with every ring he finds?","","","","","returns it to its owner","expert","Situation Puzzles","Every find goes home to its hand.","He researches and returns each lost ring to its owner.","published"
"276","What powers the six o'clock news in the cyclist's off-grid house?","","","","","an exercise bike","expert","Situation Puzzles","No legs, no broadcast.","His exercise bike charges the battery that runs the television.","published"
"277","What did the knocker-up tap each dawn to wake the whole street?","","","","","bedroom windows","expert","Situation Puzzles","A long pole, a gentle rap, and a town on time.","His pole reached second-floor windows before alarm clocks were common.","published"
"278","A man drives the same route every morning at half past seven, but his vehicle floats.","The school boat replaces the school bus","He runs the water taxi","He delivers milk across the bay","He tows the ferry at dawn","A. The school boat replaces the school bus","easy","Situation Puzzles","Half the class boards at the jetty.","On river villages the school boat is the school bus, packed with uniforms at 7:30.","published"
"279","A man collects the town's fallen apples every autumn and turns them into the fair's favorite stall.","He exports juice to the city","He presses village cider for the school fair","He feeds the orchard pigs","He makes vinegar for the shops","B. He presses village cider for the school fair","medium","Situation Puzzles","One press, one autumn, one sweet crowd-pleaser.","The village apple press turns every garden's fallen fruit into fair-day cider.","published"
"280","A man's kitchen serves one free meal a day to whoever knocks, and he has never missed a day in thirty years.","He caters the fire station","He runs the town's open-door free kitchen","He hosts a soup club for friends","He feeds the stadium crowds","B. He runs the town's open-door free kitchen","hard","Situation Puzzles","One pot, thirty years, no questions asked.","His free kitchen has fed anyone who knocked, every single day, for decades.","published"
"281","A man's job is to dress the stone gentleman in the square on every big anniversary.","He changes the statue's outfit for occasions","He repaints the sculpture yearly","He guards the war memorial","He cleans the monument monthly","A. He changes the statue's outfit for occasions","medium","Situation Puzzles","The bronze mayor never dresses himself.","The statue dresser clothes the town monument for every anniversary and match day.","published"
"282","A man fills the town's bird feeders every morning before his own breakfast, paid by the garden society.","He runs the pet shop","He is the town's bird feeder keeper","He surveys garden birds","He sells bird seed door to door","B. He is the town's bird feeder keeper","easy","Situation Puzzles","The sparrows queue before he is done.","The feeder keeper's morning round keeps every garden's birds fed on time.","published"
"283","A man's shop sells nothing that works, and artists buy everything he stocks.","He runs a repair classroom","He runs a salvage shop for sculptors","He sells antiques for restoration","He scraps metal by weight","B. He runs a salvage shop for sculptors","medium","Situation Puzzles","Broken is exactly the point.","The salvage shop's broken treasures become the city's public art.","published"
"284","A man walks the cliff paths after every storm, closing the ground that the sea stole.","He is the lifeguard captain","He repairs the sea wall","He is the coast path warden","He counts the erosion losses","C. He is the coast path warden","medium","Situation Puzzles","The path is only closed when he says so.","After storms the warden walks every cliff route and bars the crumbled ones.","published"
"285","A man counts the town's swans every summer, and the whole river turns out to help.","He rings the swans' legs","He leads the annual swan count","He rescues injured swans","He feeds the river birds","B. He leads the annual swan count","easy","Situation Puzzles","One dinghy, one census, hundreds of wings.","The swan count is the town's summer ritual, rower and recorder alike.","published"
"286","A man keeps every public piano downtown sounding like new.","He is the street piano tuner","He repairs concert halls","He is the busker agent","He donates the pianos","A. He is the street piano tuner","medium","Situation Puzzles","Rain or no, someone plays at noon.","The street piano tuner tours the square's pianos so anyone can play.","published"
"287","A man lights the street's last gas lamp by hand every single evening.","He runs the candle shop","He is the museum caretaker","He is the town's lamplighter","He maintains the lantern festival","C. He is the town's lamplighter","medium","Situation Puzzles","One ladder, one flame, one living tradition.","The lamplighter keeps the historic gas lamp burning nightly by hand.","published"
"288","A man has kept the town's weather records by hand since 1974, rain or shine.","He runs the airfield tower","He is the village's official weather recorder","He forecasts for the farmers","He maintains the school's station","B. He is the village's official weather recorder","medium","Situation Puzzles","Fifty years of readings in one notebook.","The weather recorder's hand-filled logs are the region's climate memory.","published"
"289","A man's job at the bowling alley was to stand where the machine now stands.","He was a human pinsetter","He was the league referee","He polished the bowling balls","He ran the shoe counter","A. He was a human pinsetter","easy","Situation Puzzles","Before automation, quick hands racked the pins.","Human pinsetters crouched beside the lane, resetting pins between every roll.","published"
"290","A man polishes the harbor's old cannon all week for three seconds of fame at noon.","He salutes the fishing fleet","He is the maritime museum guard","He is the noon gunner","He is the fireworks technician","C. He is the noon gunner","hard","Situation Puzzles","One blast, precisely at twelve.","The noon gunner fires the harbor time signal, and the city sets its watches by it.","published"
"291","A man raises the square's flag at dawn and lowers it at dusk, and has done so for forty years.","He is the war memorial gardener","He is the town crier","He is the town's flag keeper","He is the bellringer","C. He is the town's flag keeper","medium","Situation Puzzles","Two daily appointments, four decades, no absences.","The flag keeper's dawn and dusk ritual has outlasted three mayors.","published"
"292","A man's winter job is feeding the park's deer when the snow hides the grass.","He is the park's winter deer feeder","He is the zookeeper","He is a hunting guide","He rescues roadside deer","A. He is the park's winter deer feeder","easy","Situation Puzzles","Hay by the barrowful until the thaw.","The deer feeder hauls hay through the snow so the herd sees spring.","published"
"293","A man rides the last train of the night every night, and locks the door behind it.","He locks every station after the last train","He collects the ticket machines","He drives the sleeper service","He inspects the tunnels","A. He locks every station after the last train","hard","Situation Puzzles","One passenger, sixteen stations, all shuttered by one.","The last-train rider closes and locks each station as the night service passes.","published"
"294","What does the school boat replace every morning at half past seven?","","","","","the school bus","expert","Situation Puzzles","Uniforms board at the jetty.","The river village's school bus has a hull and a wake.","published"
"295","What does the village apple press turn fallen fruit into each autumn?","","","","","cider","expert","Situation Puzzles","Every garden's windfalls, one sweet press.","The communal press turns the town's dropped apples into fair-day cider.","published"
"296","What does the statue dresser change on every town anniversary?","","","","","its clothes","expert","Situation Puzzles","The bronze gentleman never picks his own clothes.","Scarves, caps, and jerseys appear on the statue for every occasion.","published"
"297","What does the noon gunner fire precisely at midday?","","","","","a cannon","expert","Situation Puzzles","The harbor sets its watches by the blast.","The daily time signal is one polished cannon, fired at twelve.","published"
"298","What did the human pinsetter reset between every roll?","","","","","bowling pins","expert","Situation Puzzles","Quick hands crouched where the machine works now.","Pinsetters racked every frame by hand in bowling's early days.","published"
"299","What does the coast path warden close after every severe storm?","","","","","the coast path","expert","Situation Puzzles","The sea stole ground, and he bars the way.","His post-storm walk decides which clifftop routes stay open.","published"
"300","What did the last-train rider lock behind him each night?","","","","","the stations","expert","Situation Puzzles","One by one, the platforms went dark.","He shuttered and locked every station as the final service rolled through.","published"
