# Category: Funny Riddles

"#","question","optionA","optionB","optionC","optionD","answer","level","subject","hint","explanation","status"
"273","What did the paperclip say to the report?","Hold it together","Clip it out","We are attached","Bend over backwards","C. We are attached","medium","Silly Riddles","Small but devoted.","The paperclip admitted it was very attached to the report.","published"
"274","What is a teacher's favorite nation?","Expla-nation","Imag-i-nation","Donation","Destination","A. Expla-nation","medium","Silly Riddles","They visit it every lesson.","Teachers live in the land of expla-nation.","published"
"275","What is a knight's favorite fish?","An armor-eel","A swordfish","A knight-inal","A shield salmon","B. A swordfish","medium","Silly Riddles","It matches his armor.","Every knight respects the swordfish.","published"
"276","What is a vampire's favorite holiday?","Hollow-ween","Fangs-giving","Thank-scare-ing","Boo Year's Eve","B. Fangs-giving","medium","Silly Riddles","It comes right before the winter feast.","Vampires give thanks on Fangs-giving, naturally.","published"
"277","What is a witch's favorite makeup?","Ghoul-gloss","Hex-shine","Mas-scare-a","Spell-stick","A. Ghoul-gloss","medium","Silly Riddles","It goes on the eyelashes first.","Every witch applies her mas-scare-a before flying out.","published"
"278","What do you call a snowman's big party?","A snowball","An ice ball","A chill fest","A frost ball","A. A snowball","easy","Silly Riddles","The whole yard is invited.","A snowman's party is one giant snowball.","published"
"279","Why did the sun go to school?","To be the center of attention","To get brighter","To rise to the occasion","It lost its rays","B. To get brighter","easy","Silly Riddles","It wanted to be a little more brilliant.","The sun went to school to get brighter.","published"
"280","How do bees get to school?","By honey bus","On the school buzz","Fly-line express","Wing it daily","B. On the school buzz","easy","Silly Riddles","Listen for the tiny engine.","Bees ride the school buzz every morning.","published"
"281","What starts with T, ends with T, and has T in it?","A teapot","A toast","A ticket","A trout","A. A teapot","easy","Silly Riddles","One word, three Ts, and it pours.","A teapot starts and ends with T, full of tea.","published"
"282","What starts with P, ends with E, and has thousands of letters in it?","A pen pal","The post office","A parcel","A postbox","B. The post office","easy","Silly Riddles","It handles mail for an entire town.","The post office starts with P, ends with E, full of letters.","published"
"283","What is the center of gravity?","The letter V","The letter G","The letter A","The letter T","A. The letter V","medium","Silly Riddles","Spell the word and find the middle.","Gravity has the letter V dead center.","published"
"284","What is at the end of everything?","The letter E","The letter N","The letter G","The letter Y","C. The letter G","medium","Silly Riddles","Spell it out slowly, letter by letter.","Everything ends with the letter G.","published"
"285","What has 4 letters, sometimes 9 letters, but never has 5 letters?","A riddle","It is all true, read it as a statement","A crossword","The word letter","B. It is all true, read it as a statement","hard","Silly Riddles","It is not a question at all.","Four, sometimes nine, never five: count each word.","published"
"286","What is the longest word in the world?","Antidisestablishmentarianism","Smiles, a mile between the Ss","Incomprehensibilities","Unbelievable","B. Smiles, a mile between the Ss","medium","Silly Riddles","Measure it from S to S.","Smiles stretches a whole mile between its Ss.","published"
"287","Doctor, doctor, I feel like a pair of curtains!","Then pull yourself together","Take two aspirins? eh","That is quite a tale? eh","Come back tomorrow? eh","A. Then pull yourself together","medium","Silly Riddles","The diagnosis is sheer willpower.","The doctor prescribed: pull yourself together.","published"
"288","Doctor, doctor, I broke my arm in two places!","You need a cast? eh","Bones heal in threes? eh","Then stop going to those two places","Both arms or one? eh","C. Then stop going to those two places","medium","Silly Riddles","The advice is geographic.","The doctor told him to stop visiting those two places.","published"
"289","Waiter, what is this fly doing in my soup?","A swimming lesson? eh","Looks like the backstroke, sir","It flew in, sir? eh","Free protein, sir? eh","B. Looks like the backstroke, sir","medium","Silly Riddles","Watch its form carefully.","The fly is practicing the backstroke in the soup.","published"
"290","Waiter, there is a fly in my soup!","Shh, or everyone will want one","The special of the day? eh","I will fish it out? eh","It paid for the seat? eh","A. Shh, or everyone will want one","medium","Silly Riddles","Keep the delicacy quiet.","The waiter hushed him before the other flies heard.","published"
"291","What did the coat hanger say to the stressed jacket?","You look knotty? eh","Hang in there","Sleeve it to me? eh","Button up? eh","B. Hang in there","medium","Silly Riddles","The classic pep talk, worn daily.","The coat hanger offered timeless advice: hang in there.","published"
"292","What did the walnut say to the comedian?","Shelling jokes? eh","You really crack me up","Nut again? eh","Hard to follow? eh","B. You really crack me up","medium","Silly Riddles","Its shell shook with laughter.","The walnut laughed: you really crack me up.","published"
"293","What did the puppet say when it retired?","I am cutting the strings? eh","I felt manipulated? eh","No strings attached","Pull the other one? eh","C. No strings attached","medium","Silly Riddles","Its freedom arrived at last.","The retired puppet finally lived with no strings attached.","published"
"294","What did the raincoat say to the sad cloud?","Cry me a river? eh","Drip it? no: eh","You seem under the weather","Cheer up, it could rain? no: eh","C. You seem under the weather","medium","Silly Riddles","A meteorological check-in.","The raincoat noticed the cloud was under the weather.","published"
"295","What did the cowboy say to his rushing stallion?","Whoa there, slow down? plain","Hold your horses","Giddy up, partner? plain","Saddle down? eh","B. Hold your horses","medium","Silly Riddles","The idiom is his own name.","The cowboy yelled the classic: hold your horses.","published"
"296","What did the bean say to the secret-keeper?","Cool it, legume? eh","Do not spill the beans","Bean quiet? no: eh","Shell it out? eh","B. Do not spill the beans","medium","Silly Riddles","One leak and dinner knows everything.","The bean begged its friend not to spill the beans.","published"
"297","What did the detergent say to the stubborn stain?","Time to come clean","Spin cycle? no: eh","Suds up? eh","Wash your mouth? no: eh","A. Time to come clean","medium","Silly Riddles","The stain's story had to end.","The detergent demanded the stain come clean.","published"
"298","What did the swan say before its final show?","This is my swan song","Feather well? no: eh","Break a beak? eh","Wing and a prayer? eh","A. This is my swan song","medium","Silly Riddles","One graceful goodbye.","The swan announced that it was her swan song.","published"
"299","What did the head hen teach the chicks first?","Coop rules? eh","Roost routine? eh","The pecking order","Egg-onomics? eh","C. The pecking order","medium","Silly Riddles","Every coop has a chain of command.","The eldest hen explained the pecking order.","published"
"300","What did the shy clam do at the party?","It shell-ebrated? eh","It went with the flow? eh","It clam-med up? eh: wording: It clammed up","It opened up? eh","C. It clam-med up? eh: wording: It clammed up","medium","Silly Riddles","Silence under the shell.","When the music started, the shy clam clammed up.","published"
